Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[375],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / SHIELD STAGE / PACIFIC OCEAN,"SUMMIT, WEST FLANK",18.89,18.89,-155.27,-155.27,SUBAQUATIC,,,s 286-5 [375],THOLEIITE [375],,,,,,,1996,,VOLCANIC ROCK,,,FRESH,HE3_HE4(R/R(A)) from GLASS [375],MINERAL / COMPONENT (INCL. GROUNDMASS) [375] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,,,,,4582
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 72 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1550,-1550,s P5-72-5 DUP [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,227827.81900000002,11687.13,,57476.6586,,,,87135.33,57033.060000000005,90878.128,1316.5786,,2822.51,15282.2542,1003.7683000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461716
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 75 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s P5-75-1 DUP [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,235213.29200000002,15942.444,,66156.375,,,,89078.58,64608.88,54635.424,1394.0244,,4067.735,18027.1251,1396.5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461720
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 16 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-2700,-2700,s F288HW-D16-2 [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,218058.42750000002,8750.364,,43716.1326,,,,90166.8,46884.32,139362.544,1239.1328,,1909.345,9940.8838,654.6315,,,,,,,,,,,,,,,,-4800.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,1160,,,,1178,66,88,,,,,,3.5,179,17.9,84,6.3,,,,,,,,,,,,,46,6.1,14.9,2.13,10.9,3.32,1.17,3.62,0.61,3.65,0.69,1.74,0.24,1.34,0.19,2.25,0.44,,,,,,,,,0.62,,0.43,0.13,0.512984,,,0.70361,,,,,,,,,,,,,,0.283122,,,,,,,461721
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 16 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-2700,-2700,s F288HW-D16-2 DUP [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,219133.52800000002,8690.429999999998,,43610.282400000004,,,,91332.75,46884.32,138940.416,1316.5786,,1909.345,10089.2552,654.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1158,,,,1168,72,89,,,,,,,174,18,83,7,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461722
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 18 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1500,-1500,s F288HW-D18-6_LEACHED [14399],"BASALT, TRANSITIONAL [14399]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3209,,15.4653,,38.053,,,,,,,,0.283091,,,,,,,461733
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 6 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,SOUTH FLANK,20.1,20.1,-156.4,-156.4,SUBAQUATIC,-2990,-2990,s D6-R3_LEACHED [14399],"BASALT, TRANSITIONAL [14399]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3489,,15.4796,,38.1101,,,,,,,,0.283089,,,,,,,461735
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 6 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,SOUTH FLANK,20.1,20.1,-156.4,-156.4,SUBAQUATIC,-2990,-2990,s D6-R6_LEACHED [14399],"BASALT, TRANSITIONAL [14399]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.336,,15.4738,,38.0884,,,,,,,,0.283086,,,,,,,461737
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 72 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1550,-1550,s P5-72-3_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9744,,15.4545,,37.7678,,,,,,,,0.283069,,,,,,,461738
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 18 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1500,-1500,s F288HW-D18-6_LEACHED [14399],"BASALT, TRANSITIONAL [14399]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3294,,15.4759,,38.0859,,,,,,,,,,,,,,,461739
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 17 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-2400,-2400,s F288HW-D17_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2787,,15.4699,,37.9541,,,,,,,,,,,,,,,461740
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 65 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s P5-65-1_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3269,,15.4724,,37.9712,,,,,,,,,,,,,,,461741
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 65 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s P5-65-5_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3275,,15.4686,,37.966,,,,,,,,,,,,,,,461742
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 72 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1550,-1550,s P5-72-5_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3112,,15.4731,,37.9598,,,,,,,,,,,,,,,461743
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 72 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1550,-1550,s P5-72-7_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3207,,15.4739,,37.9652,,,,,,,,,,,,,,,461744
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 72 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1550,-1550,s P5-72-8_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3179,,15.4713,,37.9573,,,,,,,,,,,,,,,461745
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 75 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s P5-75-1_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2943,,15.4707,,37.9568,,,,,,,,,,,,,,,461746
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 16 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-2700,-2700,s F288HW-D16-2_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2931,,15.4728,,37.9667,,,,,,,,,,,,,,,461747
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / DREDGE 19 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s F288HW-D19-9_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3572,,15.4783,,38.0208,,,,,,,,,,,,,,,461748
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 65 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s P5-65-6_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3222,,15.4776,,37.9511,,,,,,,,,,,,,,,461749
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 65 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s P5-65-7_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3174,,15.4753,,37.9462,,,,,,,,,,,,,,,461750
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 65 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s P5-65-8B_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3176,,15.4764,,37.9491,,,,,,,,,,,,,,,461751
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 73 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1150,-1150,s P5-73-3_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.205,,15.4646,,37.9163,,,,,,,,,,,,,,,461752
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 73 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1150,-1150,s P5-73-4_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1768,,15.4638,,37.9145,,,,,,,,,,,,,,,461753
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 73 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1150,-1150,s P5-73-5_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1753,,15.4628,,37.9124,,,,,,,,,,,,,,,461754
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 75 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1340,-1340,s P5-75-4_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2068,,15.4662,,37.9234,,,,,,,,,,,,,,,461755
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 72 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1550,-1550,s P5-72-1_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9691,,15.4537,,37.7654,,,,,,,,,,,,,,,461756
[14399],SEAMOUNT,HAWAIIAN ISLANDS / MAHUKONA / PISCES 72 / SHIELD STAGE / WEST RIFT ZONE / PACIFIC OCEAN,,20.16,20.16,-156.42,-156.42,SUBAQUATIC,-1550,-1550,s P5-72-1_LEACHED [14399],THOLEIITE [14399],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14399] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9769,,15.4514,,37.76,,,,,,,,,,,,,,,461757
[98],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / PRE-SHIELD STAGE / SOUTH RIFT ZONE / PACIFIC OCEAN,PELE^S VENTS,18.95,18.95,-155.27,-155.27,SUBAQUATIC,,,s 1 [98],"BASALT, ALKALINE [98]",,,,,,,,WEAKLY PHYRIC [98] ,VOLCANIC ROCK,,,,,VOLCANIC GLASS [98] ,228108.28,22175.579999999998,,73036.638,,,,101049,72899.4,30755.039999999997,1548.9160000000002,,7471.35,24481.281,1876.6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4631
[98],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / SHIELD STAGE / SOUTH RIFT ZONE / PACIFIC OCEAN,KAPO^S VENTS,18.95,18.95,-155.27,-155.27,SUBAQUATIC,,,s 2 [98],THOLEIITE [98],,,,,,,,STRONGLY OLIVINE-PHYRIC [98] ,VOLCANIC ROCK,,,,,VOLCANIC GLASS [98] ,229978.02000000002,15582.84,,70919.634,,,,87834.90000000001,85764,43418.88,1548.9160000000002,,4150.75,18546.425,1309.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4632
[136],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 1 / SHIELD STAGE / PACIFIC OCEAN,,18.94,18.94,-155.24,-155.25,SUBAQUATIC,-969,-1089,s BNTH1-A [136],THOLEIITE [136],,,,,,,,,VOLCANIC ROCK,,,FRESH,"HE(CCMSTP/G) from OLIVINE [136], HE3_HE4(R/R(A)) from OLIVINE [136]",MINERAL / COMPONENT (INCL. GROUNDMASS) [136] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5e-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,,,,4671
[136],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 1 / SHIELD STAGE / PACIFIC OCEAN,,18.94,18.94,-155.24,-155.25,SUBAQUATIC,-969,-1089,s BNTH1-A [136],THOLEIITE [136],,,,,,,,,VOLCANIC ROCK,,,FRESH,"HE(CCMSTP/G) from GLASS [136], HE3_HE4(R/R(A)) from GLASS [136]",MINERAL / COMPONENT (INCL. GROUNDMASS) [136] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.e-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,4672
[136],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 2 / SHIELD STAGE / PACIFIC OCEAN,,18.91,18.91,-155.26,-155.26,SUBAQUATIC,-1006,-1130,s BNTH2 [136],THOLEIITE [136],,,,,,,,,VOLCANIC ROCK,,,FRESH,,VOLCANIC GLASS [136] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.e-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,4674
[14494],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / PACIFIC OCEAN,NORTHERN CONE,18.9336,18.9336,-155.2514,-155.2514,SUBAQUATIC,,,s 2-A(13) [14494],THOLEIITE [14494],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14494] ,222966.49500000002,15882.509999999998,,63510.12,,,,90166.8,77187.6,56143.024,1316.5786,,5728.035,15653.182699999998,1658.3998000000001,,,,,,,,,,,,,,,,6700.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471450
[14494],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / PACIFIC OCEAN,NORTHERN CONE,18.9336,18.9336,-155.2514,-155.2514,SUBAQUATIC,,,s 2-A(18) [14494],THOLEIITE [14494],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14494] ,222031.62500000003,15762.641999999998,,62980.869000000006,,,,90166.8,76472.9,57891.84,1316.5786,,5811.049999999999,14985.5114,960.1262,,,,,,,,,,,,,,,,6500.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471451
[14494],SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / PACIFIC OCEAN,NORTHERN CONE,18.9336,18.9336,-155.2514,-155.2514,SUBAQUATIC,,,s 2-B(6) [14494],THOLEIITE [14494],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [14494] ,222966.49500000002,16062.312,,64039.371,,,,90944.09999999999,78617,53972.079999999994,1316.5786,,5728.035,14466.2115,1440.1893,,,,,,,,,,,,,,,,3600.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471452
