Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 12KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8262,62.8262,31.2301,31.2301,SUBAERIAL,,,s HJO-87-126.2 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,301495.575,2756.964,,84680.16,,,,33968.01,25586.260000000002,15859.951999999997,697.0122,,19425.51,34051.2363,654.6315,,,,,5300.,,,,,,,,,,50.,9000.,,,,,,,,,,,,,,58,,5,,,,,,,,,,,,,,,103,,,17,42,14,82,,,,,,98,730,17,86,11,,,,,,,,,,,,,726,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,175544
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 12.5KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8238,62.8238,31.2284,31.2284,SUBAERIAL,,,s HJO-87-137 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,300560.705,2876.832,,85209.41100000001,,,,35755.799999999996,18153.38,15679.039999999999,1084.2412000000002,,23742.289999999997,33012.6365,698.2736,,,,,200.,,,,,,,,,,50.,10000,,,,,,,,,,,,,,36,,5,,,,,,,,,,,,,,,104,,,0.22,52,16,74,,,,,,112,819,17,76,32,,,,,,,,,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,175545
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 14KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8075,62.8075,31.2446,31.2446,SUBAERIAL,,,s P494/12 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,310376.84,2637.096,,81504.65400000001,,,,31636.11,12650.19,15377.519999999999,464.6748,,24323.395,32196.5938,654.6315,,,,,100.,,,,,,,,,,50.,9000.,,,,,,,,,,,,,,46,,5,,,,,,,,,,,,10.4,,74,74,,,13,30,5,90,,,,,,130,480,10,110,10,,,,,,,,,,,,8.9,810,33.9,56,,25,4.15,0.88,,0.4,,,,,0.75,0.16,3.7,0.25,,,,,,,,,20,,6.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,175546
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 12.5KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.824,62.824,31.2269,31.2269,SUBAERIAL,,,s HJO-87-125.1 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,299158.4,2756.964,,84150.909,,,,33734.82,25371.85,15317.215999999999,697.0122,,25153.545,30935.436899999997,654.6315,,,,,8100.000000000001,,,,,,,,,,50.,13000.,,,,,,,,,,,,,,40,,11,,,,,,,,,,,,,,,100,,,17,31,8,86,,,,,,108,704,19,89,12,,,,,,,,,,,,,1040,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,175547
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 12KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8264,62.8264,31.2359,31.2359,SUBAERIAL,,,s HJO-87-144 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,303365.31500000006,2876.832,,87326.41500000001,,,,32724.329999999998,14722.82,15317.215999999999,464.6748,,24821.485,33606.1221,654.6315,,,,,100.,,,,,,,,,,300.,10000,,,,,,,,,,,,,,35,,5,,,,,,,,,,,,,,,106,,,17,33,10,61,,,,,,118,655,30,86,5,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,175548
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7846,62.7846,31.1946,31.1946,SUBAERIAL,,,s P538/7.7 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,297288.66000000003,2756.964,,84150.909,,,,32957.520000000004,27873.3,15196.607999999998,619.5664,,23161.185,29748.465699999997,654.6315,,,,,12300.,,,,,,,,,,50.,19000.,,,,,,,,,,,,,,62,,5,,,,,,,,,,,,12.4,,92,81,,,14,31,14,83,,,,,,150,1020,10,90,10,,,,,,,,,,,,10.7,710,36.1,58,,24,4.49,0.74,,0.3,,,,,1.14,0.21,4.4,0.25,,,,,,,,,24,,7.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,175549
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7844,62.7844,31.2123,31.2123,SUBAERIAL,,,s P550/3.7 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,303832.75,2756.964,,83092.407,,,,30003.78,27801.83,14955.392,619.5664,,17848.225,35164.0218,654.6315,,,,,6200.,,,,,,,,,,50.,10000,,,,,,,,,,,,,,22,,5,,,,,,,,,,,,12.5,,94,79,,,13,27,2,92,,,,,,90,660,30,80,5,,,,,,,,,,,,3.1,1140,35.8,57,,25,4.74,0.56,,0.6,,,,,1.22,0.23,4.2,0.6,,,,,,,,,28,,7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,175550
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 6KM NNW OF HATTUVAARA, EASTERN FINLAND",62.9841,62.9841,31.2217,31.2217,SUBAERIAL,,,s P425/10 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,289342.265,2996.7,,87326.41500000001,,,,41818.74,32947.670000000006,14955.392,929.3496,,24240.38,26781.037699999997,698.2736,,,,,200.,,,,,,,,,,50.,12000.,,,,,,,,,,,,,,100,,5,,,,,,,,,,,,14.5,,120,50,,,14,14,55,230,,,,,,160,800,5,120,10,,,,,,,,,,,,57.8,970,29.2,57,,23,4.46,1.09,,0.4,,,,,1.56,0.26,3.5,0.25,,,,,,,,,40,,8.7,2.6,,,,,,,,,,,,,,,,,,,,,,,,,175551
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 14.5KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8078,62.8078,31.1995,31.1995,SUBAERIAL,,,s P471/5.8 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,300093.27,2637.096,,84150.909,,,,31791.57,28230.65,14653.872,619.5664,,23327.215,29303.3515,610.9894,,,,,4400.,,,,,,,,,,50.,14000.,,,,,,,,,,,,,,54,,5,,,,,,,,,,,,10.9,,90,74,,,13,30,3.5,85,,,,,,110,870,5,90,10,,,,,,,,,,,,5.8,900,28.4,58,,18,3.75,0.91,,0.4,,,,,0.99,0.19,2.5,0.25,,,,,,,,,24,,6.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,175552
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 12KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8268,62.8268,31.2313,31.2313,SUBAERIAL,,,s HJO-87-139.1 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,301028.1400000001,2577.162,,83621.65800000001,,,,33112.979999999996,24156.86,14533.264,697.0122,,22995.155,33606.1221,610.9894,,,,,5400.,,,,,,,,,,50.,11000.,,,,,,,,,,,,,,50,,5,,,,,,,,,,,,,,,93,,,16,31,10,75,,,,,,99,709,5,69,5,,,,,,,,,,,,,980,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,175553
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 14KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8075,62.8075,31.2367,31.2367,SUBAERIAL,,,s P490/9.5 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,303832.75,2577.162,,83621.65800000001,,,,32180.219999999998,22084.23,14533.264,619.5664,,24738.47,29525.9086,654.6315,,,,,3600.,,,,,,,,,,50.,12000.,,,,,,,,,,,,,,48,,5,,,,,,,,,,,,11.3,,96,75,,,12,29,10,80,,,,,,130,730,5,110,20,,,,,,,,,,,,6.8,1060,32.2,52,,22,4.09,0.53,,0.4,,,,,1.03,0.17,3.6,0.25,,,,,,,,,24,,6.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,175554
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 14KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8075,62.8075,31.2426,31.2426,SUBAERIAL,,,s P494/11 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,296821.22500000003,2577.162,,82033.905,,,,31014.27,27015.66,14533.264,619.5664,,22912.14,28561.4945,610.9894,,,,,13700.000000000002,,,,,,,,,,100.,21000.,,,,,,,,,,,,,,44,,5,,,,,,,,,,,,11.3,,88,76,,,12,27,22,77,,,,,,130,670,5,90,5,,,,,,,,,,,,10.8,840,35.9,57,,24,4.31,0.55,,0.4,,,,,1.07,0.21,3.6,0.5,,,,,,,,,20,,7.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,175555
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 11KM NNW OF HATTUVAARA, EASTERN FINLAND",63.0283,63.0283,31.2334,31.2334,SUBAERIAL,,,s KJP-87-18 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,295886.355,3176.502,,83621.65800000001,,,,36533.1,29374.170000000002,14412.655999999999,619.5664,,24489.425000000003,31232.179699999997,960.1262,,,,,2200.,,,,,,,,,,250.,11000.,,,,,,,,,,,,,,42,,30,,,,,,,,,,,,13,,92,90,,,11,34,22,88,,,,,,110,994,9,100,5,,,,,,,,,,,,8,1050,26,51.5,7.2,29.2,6.1,2.13,3.7,0.4,2.3,0.33,1.3,,0.8,0.3,2,0.5,,,,,,,,,12,,5.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,175556
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 14KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8074,62.8074,31.2465,31.2465,SUBAERIAL,,,s P495/10 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,302897.88,2577.162,,83092.407,,,,32957.520000000004,21655.41,14231.743999999999,619.5664,,21500.885,34051.2363,610.9894,,,,,6600.,,,,,,,,,,50.,15000.,,,,,,,,,,,,,,40,,5,,,,,,,,,,,,11.1,,88,73,,,13,28,4.5,72,,,,,,140,950,5,100,10,,,,,,,,,,,,9.9,780,32.2,53,,24,4.14,0.48,,0.4,,,,,0.97,0.17,3.9,0.25,,,,,,,,,32,,8.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,175557
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17.5KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7813,62.7813,31.2027,31.2027,SUBAERIAL,,,s HJO-87-219 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,306169.92500000005,2517.2279999999996,,79916.901,,,,28760.100000000002,21869.82,14050.832,542.1206000000001,,28391.13,28635.6802,610.9894,,,,,14800.,,,,,,,,,,800.,21000.,,,,,,,,,,,,,,22,,19,,,,,,,,,,,,,,,98,,,15,27,21,54,,,,,,112,569,24,90,5,,,,,,,,,,,,,938,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,175558
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7845,62.7845,31.2005,31.2005,SUBAERIAL,,,s P544/7.8 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,308039.66500000004,2517.2279999999996,,83092.407,,,,31402.920000000002,19225.43,13930.224,697.0122,,24489.425000000003,29229.1658,610.9894,,,,,4800.,,,,,,,,,,100.,16000.,,,,,,,,,,,,,,36,,5,,,,,,,,,,,,11.8,,92,74,,,13,28,33,74,,,,,,120,730,5,100,10,,,,,,,,,,,,6.6,970,38.8,60,,25,4.37,0.48,,0.6,,,,,1.08,0.17,4.1,0.25,,,,,,,,,24,,7.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,175559
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17.5KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7812,62.7812,31.2048,31.2048,SUBAERIAL,,,s HJO-87-216 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,306169.92500000005,2517.2279999999996,,78329.148,,,,30781.079999999998,25157.44,13869.919999999998,619.5664,,25070.53,29971.0228,610.9894,,,,,11800.,,,,,,,,,,50.,15000.,,,,,,,,,,,,,,32,,5,,,,,,,,,,,,,,,102,,,15,29,16,53,,,,,,119,763,10,77,5,,,,,,,,,,,,,978,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,175560
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7844,62.7844,31.2162,31.2162,SUBAERIAL,,,s P552/5 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,302897.88,2637.096,,85738.662,,,,31869.299999999996,21655.41,13869.919999999998,542.1206000000001,,27893.039999999997,29822.651399999995,610.9894,,,,,5600.000000000001,,,,,,,,,,50.,12000.,,,,,,,,,,,,,,34,,5,,,,,,,,,,,,11.6,,92,76,,,13,30,28,82,,,,,,130,760,10,90,20,,,,,,,,,,,,3.8,1090,34.7,55,,24,4.14,0.56,,0.4,,,,,0.94,0.16,4.3,0.25,,,,,,,,,28,,8.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,175561
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7845,62.7845,31.1976,31.1976,SUBAERIAL,,,s P542/8.6 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,302430.44500000007,2577.162,,82033.905,,,,30081.510000000002,23799.510000000002,13809.616,542.1206000000001,,24738.47,30193.5799,610.9894,,,,,10000,,,,,,,,,,50.,13000.,,,,,,,,,,,,,,46,,20,,,,,,,,,,,,10.5,,92,73,,,12,27,6,73,,,,,,130,870,20,100,5,,,,,,,,,,,,3.6,820,28.1,55,,20,3.76,0.83,,0.4,,,,,1.03,0.17,2.7,0.25,,,,,,,,,8,,7.6,2,,,,,,,,,,,,,,,,,,,,,,,,,175562
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7845,62.7845,31.2044,31.2044,SUBAERIAL,,,s P546/9.6 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,303832.75,2637.096,,83621.65800000001,,,,28760.100000000002,26586.84,13809.616,542.1206000000001,,23908.32,31380.5511,610.9894,,,,,8900.,,,,,,,,,,50.,12000.,,,,,,,,,,,,,,32,,10,,,,,,,,,,,,11.4,,86,77,,,12,29,10,70,,,,,,130,860,5,120,20,,,,,,,,,,,,6.2,1070,35.3,56,,23,4.37,0.63,,0.4,,,,,1.06,0.21,4.1,0.25,,,,,,,,,22,,7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,175563
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 2.5KM NW OF HAUTAVAARA, EASTERN FINLAND",62.9525,62.9525,31.2531,31.2531,SUBAERIAL,,,s PAN-86-16 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,294484.05000000005,2816.8979999999997,,87855.66600000001,,,,36066.719999999994,26372.43,13749.311999999998,619.5664,,23410.23,30416.136999999995,610.9894,,,,,2200.,,,,,,,,,,500.,10000,,,,,,,,,,,,,,28,,5,,,,,,,,,,,,14.2,,100,48,,,16,13,25,90,,,,,,140,840,5,120,20,,,,,,,,,,,,11.3,790,39.9,79,,30,5.38,1.2,,0.5,,,,,1.33,0.24,3.8,0.25,,,,,,,,,20,,9.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,175564
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 14KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.8074,62.8074,31.2524,31.2524,SUBAERIAL,,,s P498/6.2 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,294484.05000000005,2697.0299999999997,,88384.917,,,,28604.640000000003,31589.739999999998,13508.096000000001,542.1206000000001,,19674.555,33680.3078,610.9894,,,,,11700.,,,,,,,,,,50.,20000,,,,,,,,,,,,,,44,,5,,,,,,,,,,,,10,,86,64,,,12,25,2.5,72,,,,,,110,990,20,100,20,,,,,,,,,,,,2.9,820,21.7,46,,18,3.41,0.99,,0.3,,,,,0.78,0.15,2.5,0.25,,,,,,,,,8,,3.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,175565
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 2KM NW OF HAUTAVAARA, EASTERN FINLAND",62.9515,62.9515,31.2542,31.2542,SUBAERIAL,,,s PAN-86-15 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,296353.79000000004,2756.964,,85209.41100000001,,,,35289.42,31017.98,13508.096000000001,774.4580000000001,,22580.08,25964.995,610.9894,,,,,9300.,,,,,,,,,,50.,13000.,,,,,,,,,,,,,,26,,5,,,,,,,,,,,,12.9,,110,37,,,13,11,1,110,,,,,,110,800,10,110,20,,,,,,,,,,,,12.7,990,35.7,59,,24,4.47,0.83,,0.5,,,,,1.41,0.27,4.9,0.25,,,,,,,,,16,,7.9,2.4,,,,,,,,,,,,,,,,,,,,,,,,,175566
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17KM SSW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7811,62.7811,31.2192,31.2192,SUBAERIAL,,,s P560/7.2 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,301028.1400000001,2517.2279999999996,,83621.65800000001,,,,28915.56,28016.239999999998,13447.792,542.1206000000001,,22248.02,30564.5084,610.9894,,,,,15800.,,,,,,,,,,50.,20000,,,,,,,,,,,,,,34,,5,,,,,,,,,,,,10.8,,88,67,,,12,28,16,70,,,,,,120,930,10,80,20,,,,,,,,,,,,6.6,870,32.5,51,,24,4.01,0.48,,0.3,,,,,1.01,0.17,3.5,0.5,,,,,,,,,24,,6.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,175567
[5993],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / ILOMANTSI GREENSTONE BELT (HATTU SCHIST BELT),"CA. 17.5KM SW OF HATTUVAARA, BETWEEN HATTUVAARA AND ILOMANTSI, EASTERN FINLAND",62.7848,62.7848,31.1711,31.1711,SUBAERIAL,,,s P523/10 [5993],TONALITE [5993],,,NEO [5993],ARCHEAN [5993],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5993] ,300093.27,2697.0299999999997,,85738.662,,,,32024.760000000002,24657.15,13387.488000000001,619.5664,,31462.685,25297.3237,654.6315,,,,,6500.,,,,,,,,,,900.,14000.,,,,,,,,,,,,,,36,,5,,,,,,,,,,,,12.1,,100,80,,,14,31,38,71,,,,,,120,660,10,100,10,,,,,,,,,,,,8.8,1700,35,55,,26,4.36,0.71,,0.5,,,,,1.08,0.18,4.4,0.25,,,,,,,,,20,,8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,175568
