Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[4202],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO,ROSLYN,-45,-45,170,170,SUBAERIAL,,,s 4438 [4202],DOLERITE [4202],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4202] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117607
[4202],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO,WAIHOLA,-46,-46,170,170,SUBAERIAL,,,s 4419 [4202],BASANITE [4202],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4202] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117608
[4202],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO,JEFFRIES HILL,-45,-46,170,170,SUBAERIAL,,,s 4052 [4202],MUGEARITE [4202],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4202] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117610
[4202],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO,,-45,-46,170,170,SUBAERIAL,,,s 4435 [4202],PHONOLITE [4202],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4202] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117616
[6124],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHLAND / GREENHILLS COMPLEX,SOUTHERN INTRUSION,-46.53,-46.55,168.23,168.25,SUBAERIAL,,,s 33006 [6124],DUNITE [6124],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [6124] ,180897.34500000003,539.406,,7938.765,,,,85891.65000000001,8647.869999999999,250442.512,1471.4702,,0.,593.4856,0.,,,,,,,,,,,,,,,100.,48700.,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,38,2300,,,,1170,,,,,,,,,14,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137912
[6124],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHLAND / GREENHILLS COMPLEX,SOUTHERN INTRUSION,-46.53,-46.55,168.23,168.25,SUBAERIAL,,,s 51606 [6124],DUNITE [6124],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [6124] ,174680.4595,239.736,,2169.9291,,,,81616.5,2715.86,265518.512,1394.0244,,0.,0.,0.,,,,,,,,,,,,,,,100.,65199.99999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,22,2580,,,,1100,,,,,,,,,0.7,0.7,0.5,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137913
[6124],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHLAND / GREENHILLS COMPLEX,NORTHERN INTRUSION,-46.52,-46.54,168.23,168.25,SUBAERIAL,,,s 51602 [6124],"CLINOPYROXENITE, OLIVINE [6124]",,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [6124] ,233670.75650000002,958.944,,10637.945099999999,,,,47648.49,130003.93000000001,127120.83199999998,1084.2412000000002,,0.,890.2284,0.,,,,,,,,,,,,,,,100.,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,120,2240,,,,288,,,,,,,,,13.5,5.3,3.3,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137914
[6124],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHLAND / GREENHILLS COMPLEX,SOUTHERN INTRUSION,-46.53,-46.55,168.23,168.25,SUBAERIAL,,,s 51607 [6124],"CLINOPYROXENITE, OLIVINE [6124]",,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [6124] ,221610.9335,779.1419999999999,,9103.1172,,,,64904.549999999996,102416.51,153835.504,1316.5786,,0.,741.857,0.,,,,,,,,,,,,,,,100.,23200.,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,108,1850,,,,410,,,,,,,,,9.1,3.9,3.7,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137915
[6124],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHLAND / GREENHILLS COMPLEX,NORTHERN INTRUSION,-46.52,-46.54,168.23,168.25,SUBAERIAL,,,s 40107 [6124],"CLINOPYROXENITE, OLIVINE [6124]",,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [6124] ,238158.13250000004,1438.416,,17253.582599999998,,,,53866.89,131147.45,110959.35999999999,1316.5786,,249.045,3115.7994,43.6421,,,,,,,,,,,,,,,100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,160,1920,,,,158,,,,,,,,,27,7,7,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137916
[6124],INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHLAND / GREENHILLS COMPLEX,NORTHERN INTRUSION,-46.52,-46.54,168.23,168.25,SUBAERIAL,,,s 40119 [6124],"CLINOPYROXENITE, OLIVINE [6124]",,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [6124] ,235073.0615,779.1419999999999,,7991.690100000001,,,,49902.659999999996,132576.85,126095.66399999999,1161.687,,0.,816.0427,0.,,,,,,,,,,,,,,,100.,17100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,119,2220,,,,252,,,,,,,,,9.5,3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137917
